respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
18915,1,1,2/1/2021,1,36,5,S, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,1,1,1,2, ,3,3, ,3,2,2,2,3,1,1,1,1,1,1,1,1,4,1,2,2,1,57,1,1,6,1,2,2,1, , , ,1, ,9,2, ,4,3,1, , ,0.4216805, 
18944,1,1,1/26/2021,1,42,2,R, ,1,1,2,3,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,2,2,3,1,1,1,1,1,2,2,2,12,1,2,1,1,86,5,2,8,3,2,2,1, , , ,1, ,6,2, ,1, ,1, , ,0.3110796, 
19818,1,1,2/2/2021,1,24,4,S, ,2,2,2, ,2,2, , ,2, ,2,1,1, ,2,2,2, ,8,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,3,3,8,8,8,2,2,2,0, , , ,2,82,5,2,3,3,1,2,1, , , ,1, ,2,9,8,2,2,2,1, ,2.4596811, 
19846,1,1,1/29/2021,1,36,1,R, ,1,2,2, ,2,2, , ,2, ,2,2,2, ,2,1,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,3,8,8,3,8,2,1,2,12,1,2,2,9,99,9,9,99,99,9,9,9, , , ,9, ,10,9,9,9,9,9,9, ,0.3110796, 
20029,1,1,1/29/2021,1,26,2,S, ,1,2,2, ,2,2, , ,2, ,2,2,2, ,2,2,1,I choose not to have it, ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,2,2,1,8,2,2,2,2,30,1,2,2,1,60,6,2,6,4,2,2,1, , , ,1, ,10,3,2,2,2,2,2, ,0.7220178, 
20544,1,1,1/29/2021,1,36,5,U, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,2,2,2,2,2,2,2,2, ,5,1, , ,2,2,2,4,3,3,8,1,1,2,1,2,0, , , ,1,60,6,2,6,1,2,2,1, , , ,1, ,9,2, ,1, ,1, , ,0.3110796, 
20949,1,1,2/1/2021,1,37,2,S, ,1,1,2,3,2,1,1,1,1,2,2,1,1, ,2,2,1,dont need it,6,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2, ,2,4,1,1,2,1,2,2,1,2,0, , , ,1,82,1,2,5,3,1,2,1, , , ,1, ,10,1, ,2,2,1, , ,0.5139279, 
21107,1,1,2/1/2021,1,30,1,R, ,2,1,2,5,1,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,1, , ,3, ,5,2,2,2,3,1,1,1,1,1,2,1,2,50,1,2,2,2,83,5,2,6,3,1,2,9, , , ,9, ,3,3,2,1, ,1, , ,0.3110796, 
21684,1,1,2/4/2021,1,13,2,R, ,2,2,2, ,2,1,8, ,2, ,2,2,2, ,1,2,1,just not interested,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,2,1,2,1,1,2,2,2,97,1,2,2,2,83,5,2,4,3,2,2,1, , , ,1, ,5,1, ,1, ,2, , ,0.7259793, 
22013,1,1,1/26/2021,1,49,1,R, ,2,1,2,5,2,1,8, ,1,1,2,1,2,1,1,1,1,do nt need it,6,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,4, ,4,2, ,2,3,2,2,2,2,2,1,1,2,96,1,2,1,2,50,5,2,6,2,2,2,1, , , ,1, ,4,3,1,1, ,1, , ,0.5699176, 
22093,1,1,1/31/2021,1,39,2,S, ,1,1,1,2,1,2, , ,1,1,2,2,2,1,1,8,2, ,3,1, , , , ,2,2,1,1,1,2,2,2,2,2,2, , ,1,3,1,2, ,2,3,2,2,2,2,2,2,2,1,0, , , ,1,31,6,2,6,1,2,2,1, , , ,1, ,7,1, ,2,2,1, , ,0.5762098, 
22354,1,1,2/2/2021,1,39,5,U, ,1,1,1,2,2,1,2, ,1,1, , , , , , , , , ,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2, , ,3, ,2,2,2, ,2,1,2,1,1,2,1,1,1,0, , , ,1,53,1,1,8,1,2,2,3, , , ,3, ,9,3,2,4,3,1, , ,0.7936091, 
22519,1,1,1/29/2021,1,6,4,S, ,2,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,1,1,1,3,1, ,1,2,2,2,1,1,1,1,1,1,2,1,2,60,1,1,1,2,60,3,2,6,1,2,2,1, , , ,1, ,9,3,1,1, ,1, , ,0.5187119, 
22575,1,1,1/31/2021,1,26,3,U, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,2,2,2,2,3, ,1, ,1,2,2,2,3,1,2,1,1,2,1,1,2,6,1,2,1,1,70,1,2,3,3,1,2,1, , , ,1, ,10,2, ,2,2,1, , ,1.0443519, 
22600,1,1,1/26/2021,1,42,3,S, ,2,1,1,2,1,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,1,2,2,1,3,1,1,2,1,2,0, , , ,2,55,1,2,5,6,1,2,1, , , ,1, ,5,3,1,2,2,1, , ,1.1719874, 
22720,1,1,2/1/2021,1,4,3,U, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,1,1,2,1,4, ,4, ,3,2,2,2,4,3,2,1,1,1,1,1,2,10,1,2,2,1,73,3,2,6,5,2,2,1, , , ,1, ,9,3,2,2,2,1, , ,0.3110796, 
22740,1,1,2/3/2021,1,6,1,U, ,2,1,1,3,2,2, , ,1,1,2,1,2,1,2,1,2, ,3,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,5,2, ,2,4,3,2,8,1,3,1,2,2,97,1,2,1,2,78,3,2,5,5,1,2,1, , , ,1, ,9,1, ,1, ,1, , ,0.4758107, 
22771,1,1,1/26/2021,1,42,4,S, ,1,2,2, ,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,1,2,2,2, ,1,1,1,1,2,1,1,2,26,1,2,2,1,68,1,2,5,3,1,2,1, , , ,1, ,7,3,2,2,2,1, , ,0.6939267, 
22872,1,1,2/2/2021,1,12,3,U, ,1,1,1,1,1,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,3,2,2,2,3,3,2,2,1,2,1,1,2,12,1,2,1,1,79,1,2,4,3,2,2,1, , , ,1, ,4,1, ,2,2,1, , ,0.5917705, 
23190,1,1,2/3/2021,1,6,1,U, ,2,1,1,2,1,2, , ,1,1,1,2,2,1,2,1,2, ,5,1, , , , ,2,2,1,1,2,2,1,2,2,1,2, , ,3,3, ,2, ,2,4,3,3,3,1,8,1,1,1,97,1,1,1,2,27,6,2,4,2,2,2,1, , , ,1, ,3,3,8,3,3,1, , ,2.4596811, 
23545,1,1,2/1/2021,1,36,5,S, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,1, , ,3, ,3,2,2,2,1,2,1,1,1,3,1,1,1,97,1,1,1,2,64,4,2,8,3,1,2,1, , , ,1, ,7,1, ,2,2,1, , ,0.6964432, 
23657,1,1,1/29/2021,1,6,5,U, ,2,1,1,1,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,4,2,2,2,3,1,1,1,1,1,1,1,2,97,1,2,1,2,68,1,2,8,3,2,2,1, , , ,1, ,9,2, ,2,2,1, , ,0.4343966, 
23784,1,1,1/25/2021,1,1,1,R, ,2,1,1,2,1,1,3, ,1,1, , , , , , , , , ,1, , , , ,1,2,1,1,1,2,2,1,1,2,2,5, ,2,4,3,2,2,2,3,2,1,1,1,1,2,1,2,50,1,1,1,2,71,1,2,7,3,2,2,1, , , ,1, ,8,1, ,2,2,1, , ,0.4063653, 
23823,1,1,1/25/2021,1,20,1,R, ,1,1,1,2,1,1,8, ,1,1,2,1,1,1,2,8,2, ,3,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,4,2, ,2,2,3,3,3,2,8,2,1,2,2,1,2,2,2,79,5,2,5,3,2,2,1, , , ,1, ,1,1, ,1, ,1, , ,0.4144898, 
23998,1,1,2/2/2021,1,13,3,S, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,3, ,3,2,2,2,4,3,3,3,3,3,1,1,1,7,1,1,1,1,44,1,1,6,1,2,2,1, , , ,1, ,9,3,8,3,2,1, , ,0.7352149, 
24024,1,1,2/6/2021,1,22,2,U, ,2,2,2, ,2,2, , ,2, ,2,2,1, ,1,2,1,doesn't know to use the interenet,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,8,8,8,8,1,2,2,2,0, , , ,2,89,5,2,3,3,2,2,2, , , ,2, ,10,2, ,1, ,2, , ,2.4198629, 
24158,1,1,2/2/2021,1,12,2,R, ,2,1,2,5,2,2, , ,1,8,2,1,1, ,2,8,1,"Don't need the internet,  I have other things to do.",6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,8,3,2,8,1,3,2,2,2,1,1,2,2,2,89,5,2,3,3,2,2,1, , , ,1, ,10,1, ,2,2,1, , ,1.3165644, 
24774,1,1,2/2/2021,1,6,5,U, ,1,2,2, ,2,2, , ,1,1,2,1,1,2,2,2,2, ,8,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,8,8,8,8,3,1,2,2,2,8,2,2,1,82,8,2,3,3,2,2,1, , , ,1, ,3,2, ,1, ,1, , ,0.6752695, 
25171,1,1,1/27/2021,1,27,3,S, ,2,1,2,2,1,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,1, , ,2, , ,2,2,2,4,2,1,1,1,1,2,1,2,24,1,2,2,2,71,9,2,8,1,2,2,1, , , ,1, ,4,2, ,2,2,1, , ,0.491357, 
25178,1,1,2/5/2021,1,47,1,R, ,2,1,1,3,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,2, ,4,2,2,2,3,3,3,2,2,3,1,1,2,3,1,2,2,2,81,1,2,4,3,2,2,1, , , ,1, ,9,1, ,2,2,1, , ,0.6809131, 
25195,1,1,1/29/2021,1,48,4,U, ,1,1,2,2,2,1,1,1,2, ,1,1,1, ,2,2,2, ,1,1, , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , ,2,4,3,2,8,8,2,2,1,2,6,1,2,2,1,76,1,1,6,3,2,2,1, , , ,1, ,7,2, ,2,2,2,1, ,0.9864045, 
26330,1,1,1/29/2021,1,35,1,U, ,2,1,1,4,1,1,2, ,1,8, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,4, ,3,2,2,2,3,2,2,8,8,3,2,1,2,52,1,2,2,2,82,5,2,4,3,2,2,1, , , ,1, ,2,2, ,1, ,1, , ,0.4758107, 
26810,1,1,1/26/2021,1,6,5,U, ,1,1,2,2,2,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,3,3,2,2,1,1,2,2,20,2,2,1,2,73,6,2,4,3,2,2,1, , , ,1, ,2,2, ,1, ,1, , ,0.4117501, 
26947,1,1,1/26/2021,1,25,4,U, ,1,1,2,5,1,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,5, , ,2,2,2,4,3,3,3,3,3,2,1,2,50,1,2,2,1,74,6,2,4,1,2,2,3, , , ,3, ,9,3,1,1, ,1, , ,1.0917257, 
27099,1,1,1/27/2021,1,26,2,S, ,1,1,1,2,1,1,8, ,1,1,1,1,2,2,1,1,2, ,1,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,2,2, ,2,3,3,3,3,3,3,1,1,2,0, , , ,1,71,1,2,3,5,2,2,1, , , ,1, ,9,9,9,2,2,1, , ,0.9069757, 
27135,1,1,1/25/2021,1,50,1,R, ,1,1,1,2,2,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,3,1,1,2,1,1,2,1,2,10,1,2,1,1,87,1,2,8,3,1,2,1, , , ,1, ,6,2, ,2,2,1, , ,0.3110796, 
27643,1,1,2/3/2021,1,19,1,R, ,1,2,2, ,2,2, , ,2, ,2,1,1, ,1,2,2, ,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , ,2,3,2,1,2,2,2,2,0, , , ,1,60,6,2,3,4,2,2,1, , , ,1, ,3,3,1,1, ,2, , ,1.1053073, 
27722,1,1,1/29/2021,1,6,3,S, ,2,1,1,5,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,8,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,2,8,8,1,1,2,1,2,15,1,2,2,2,77,3,2,4,3,2,2,1, , , ,1, ,6,9,9,1, ,1, , ,0.534644, 
27760,1,1,2/4/2021,1,37,3,U, ,1,1,1,1,1,1,2, ,2, , , , , , , , , , ,1, , , , ,1,2,2,2,2,2,2,1,2,2,2,4, , , , , ,2,2,3,2,2,1,1,2,2,1,2,3,1,2,2,1,64,1,2,4,1,2,2,1, , , ,1, ,10,1, ,2,2,1, , ,0.6441201, 
28034,1,1,1/26/2021,1,42,2,R, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,2,2,2,2, ,2,1, ,1,1,2,2,2,2,2,1,1,2,2,1,1,3,1,2,2,2,40,2,2,6,1,2,2,1, , , ,1, ,3,1, ,2,2,1, , ,0.9191481, 
28458,1,1,1/27/2021,1,36,2,S, ,2,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,3,2,2,2,1,1,1,1,1,2,1,1,1,97,1,2,1,2,37,1,1,8,1,2,2,1, , , ,1, ,8,3,9,5,2,1, , ,0.9191481, 
28742,1,1,1/25/2021,1,36,5,S, ,2,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,1,2,2,2, ,2,2, ,3,2,2,2,4,1,1,1,1,1,2,1,2,50,1,2,1,2,63,2,2,6,4,2,2,1, , , ,1, ,9,2, ,2,2,1, , ,0.6964432, 
28979,1,1,2/1/2021,1,18,4,S, ,2,1,2,3,2,1,1,1,2, ,2,1,1, ,2,9,2, ,9,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,3,3,3,8,3,2,1,2,20,1,2,2,2,99,9,2,99,99,2,2,1, , , ,1, ,10,9,9,9,9,9,2, ,0.5481445, 
28994,1,1,2/4/2021,1,5,3,S, ,2,2,1,5,2,2, , ,2, ,2,1,1, ,1,2,1,cheaper one,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,4,8,8,3,9,9,2,2,2,0, , , ,1,65,6,2,3,3,2,2,8, , , ,9, ,10,4,9,1, ,2, , ,1.6563285, 
29199,1,1,2/3/2021,1,34,5,S, ,2,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,3, ,3,2,2,2,2,1,1,1,1,1,1,1,1,97,1,2,2,2,57,4,2,5,3,2,2,2, , , ,2, ,7,3,2,2,2,1, , ,1.447001, 
29222,1,1,1/26/2021,1,40,1,R, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,2,2,2,2, ,5,2, ,4,1,1,2,2,1,1,1,1,1,1,1,2,3,1,2,2,1,70,3,2,2,3,1,8,8, , , ,9, ,2,3,1,2,2,1, , ,1.349158, 
29861,1,1,1/31/2021,1,50,1,R, ,1,2,2, ,2,2, , ,1,2,2,1,1, ,2,1,2, ,5,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,3,3,3,3,3,2,2,2,1,1,2,2,1,88,1,2,8,3,2,2,1, , , ,1, ,2,1, ,3,3,1, , ,0.3462595, 
29949,1,1,1/28/2021,1,40,1,R, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,5, , ,2,2,2,4,3,3,2,1,3,2,1,2,24,2,2,1,1,55,1,2,7,1,2,2,1, , , ,1, ,9,1, ,2,2,1, , ,0.3146556, 
29983,1,1,2/3/2021,1,6,1,R, ,1,2,2, ,2,2, , ,2, ,2,2,2, ,2,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,2,3,1,1,3,2,2,2,0, , , ,1,53,1,2,3,1,2,2,1, , , ,1, ,5,1, ,2,2,2,1, ,2.4596811, 
30244,1,1,2/3/2021,1,54,2,S, ,2,2,2, ,2,2, , ,2, ,2,2,2, ,2,2,1,I don't know how to use it., ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2, ,2,1,1,1,1,2,2,2,6,1,2,2,2,81,1,2,3,4,1,2,1, , , ,1, ,10,1, ,2,2,2,2, ,2.4596811, 
30550,1,1,1/28/2021,1,9,4,S, ,1,1,1,1,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,1,1,2,2, , , , ,3,2,2,2,3,1,2,1,1,1,1,1,1,2,1,2,2,1,42,2,2,8,1,2,2,3, , , ,3, ,9,3,2,2,2,1, , ,0.9266545, 
30815,1,1,2/3/2021,1,27,2,U, ,1,1,2,3,1,2, , ,1,2,2,2,2, ,2,2,2, , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2, ,2,4,2,2,1,1,1,2,1,2,3,1,2,2,1,89,1,2,4,3,2,2,1, , , ,1, ,4,2, ,2,2,1, , ,0.5530343, 
31663,1,1,1/26/2021,1,39,2,R, ,1,1,2,2,2,1,2, ,2, , , , , , , , , , ,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2, , , , ,1, ,2, ,3,3,1,3,8,8,2,1,2,3,1,2,2,1,54,3,2,4,2,2,2,1, , , ,1, ,1,2, ,1, ,2, , ,0.8776483, 
31681,1,1,1/25/2021,1,12,1,S, ,1,1,2,2,2,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,2, , , , ,4,2,2,2,2,3,1,1,1,1,2,1,2,15,1,2,2,1,72,1,2,6,3,2,2,1, , , ,1, ,7,3,2,2,2,1, , ,0.3110796, 
31725,1,1,1/29/2021,1,31,2,R, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,5,2,2, ,3,2,2,2,2,2,1,1,2,3,2,1,2,2,64,1,2,6,1,2,2,1, , , ,1, ,9,1, ,2,2,1, , ,0.6218483, 
31741,1,1,2/2/2021,1,17,1,R, ,1,1,2,5,2,2, , ,1,1,2,1,1,1,1,2,2, ,1,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,3, , ,2, ,2,3,2,2,2,1,2,2,1,2,0, , , ,1,75,1,2,3,3,2,2,1, , , ,1, ,10,9,9,1, ,1, , ,0.6797629, 
32075,1,1,1/29/2021,1,39,2,R, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,3,2,2, ,2,2,2,2,1,2,2,1,2,20,1,2,2,2,62,1,2,8,2,2,2,1, , , ,1, ,7,1, ,4,4,1, , ,0.7086014, 
32122,1,1,1/26/2021,1,51,3,S, ,1,1,2,2,2,1,2, ,1,2, , , , , , , , , ,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2, ,3,3,3,3,2,3,2,1,2,10,1,2,2,1,77,1,2,3,3,1,2,1, , , ,1, ,4,3,1,2,2,1, , ,0.9705031, 
32192,1,1,2/1/2021,1,29,3,S, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,1,1,1,2,1,1,2,2,2,1, ,2,1,2, ,2,2,2,2,2,2,1,1,2,2,1,2,8,1,2,2,2,66,1,1,6,4,2,2,1, , , ,1, ,10,4,9,2,2,1, , ,0.491357, 
32227,1,1,2/3/2021,1,49,2,S, ,1,1,1,2,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,3,3,3,1,2,3,2,1,2,4,1,2,2,1,99,1,2,6,3,2,2,1, , , ,1, ,4,3,8,3,3,1, , ,0.3110796, 
32237,1,1,2/2/2021,1,6,5,S, ,1,1,2,2,2,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,3,3,3,3,3,3,2,1,2,2,1,2,2,1,70,5,2,6,3,2,2,1, , , ,1, ,5,2, ,2,2,1, , ,0.3110796, 
32574,1,1,1/26/2021,1,25,4,S, ,1,2,2, ,2,1,2, ,1,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2, ,1,2,1,1,1,2,2,2,5,1,2,2,1,83,6,2,8,3,2,2,1, , , ,1, ,3,2, ,1, ,1, , ,0.3110796, 
33248,1,1,2/2/2021,1,42,4,S, ,2,1,1,3,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,8,2,2,2,3,2,1,1,1,1,2,1,2,3,1,2,2,2,78,5,2,6,3,1,2,1, , , ,1, ,9,2, ,2,2,1, , ,0.5354357, 
33497,1,1,2/5/2021,1,36,3,S, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,2, ,5,2,2,2,3,1,1,1,1,1,1,1,2,25,2,1,1,2,70,1,2,8,3,2,2,1, , , ,1, ,9,2, ,2,2,1, , ,0.4799648, 
34009,1,1,2/1/2021,1,29,1,S, ,2,2,2, ,2,2, , ,1,2,2,2,2, ,2,1,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,2,2,2,2,2,2,2,2,1,1,2,2,2,94,5,2,5,3,2,2,1, , , ,1, ,6,2, ,1, ,1, , ,0.5358988, 
34361,1,1,1/28/2021,1,21,2,R, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,3, ,5,2,2,2,3,2,2,1,1,1,1,1,2,1,1,2,2,2,65,3,2,4,1,2,2,1, , , ,1, ,4,1, ,1, ,1, , ,0.485973, 
34522,1,1,2/1/2021,1,6,1,S, ,1,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,1, , ,2,2,2,3,1,1,1,1,2,2,1,2,3,1,2,2,1,70,1,2,5,3,2,1,1, , , ,1,1,8,1, ,2,2,1, , ,1.0309166, 
34891,1,1,2/3/2021,1,31,1,S, ,1,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,2,2,1,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,20,1,2,1,1,61,1,2,6,1,2,2,1, , , ,1, ,9,3,2,2,2,1, , ,0.3385988, 
34974,1,1,2/1/2021,1,6,5,U, ,1,1,1,2,1,1,2, ,1,1, , , , , , , , , ,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2, , ,4, ,1,2,2, ,4,2,2,2,2,2,1,1,2,2,1,2,1,1,71,1,2,4,1,2,1,1, , , ,1,3,9,2, ,2,2,1, , ,2.4596811, 
35074,1,1,2/3/2021,1,9,4,S, ,2,1,1,1,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,2, , ,1, ,3,2,2,2,3,1,1,1,1,1,2,1,2,0, , , ,2,66,5,2,6,1,2,2,1, , , ,1, ,9,2, ,2,2,1, , ,0.5354357, 
35126,1,1,1/29/2021,1,55,3,U, ,1,1,2,1,1,1,2, ,1,1, , , , , , , , , ,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,4,2,2, ,2,2,2,1,1,1,2,1,2,3,1,2,2,1,64,6,2,8,1,2,2,1, , , ,1, ,6,2, ,1, ,1, , ,0.3110796, 
35951,1,1,1/25/2021,1,51,5,S, ,1,1,2,1,2,1,2, ,2, , , , , , , , , , ,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,3, ,2, ,3,1,1,1,1,1,2,1,2,0, , , ,1,62,6,2,8,4,2,2,1, , , ,1, ,3,2, ,1, ,2, , ,0.3846422, 
36498,1,1,1/31/2021,1,38,1,U, ,2,1,1,2,1,2, , ,1,1,2,1,1,1,2,2,2, ,1,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,1, , ,2, ,2,2,3,3,8,2,2,2,2,2,50,1,2,2,2,84,5,2,8,3,2,2,1, , , ,1, ,4,1, ,1, ,1, , ,0.3198216, 
36540,1,1,1/28/2021,1,53,3,U, ,2,1,1,3,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,2,2,2,3,1,1,2,1,1,1,1,2,20,1,2,1,2,74,1,2,8,3,2,2,1, , , ,1, ,7,1, ,2,2,1, , ,0.4362632, 
36672,1,1,1/26/2021,1,12,2,S, ,1,1,1,2,2,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,2,2,2,2,3,3,3,3,3,3,1,1,2,0, , , ,1,62,2,2,4,3,2,2,1, , , ,1, ,8,2, ,2,2,1, , ,0.5593912, 
36816,1,1,2/7/2021,1,37,2,U, ,2,2,2, ,2,2, , ,1,2,2,1,1, ,2,1,2, ,5,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,8,3,8,8,8,2,2,2,0, , , ,2,87,2,2,2,3,1,2,2, , , ,2, ,1,2, ,2,2,1, , ,2.2148159, 
37278,1,1,2/3/2021,1,54,1,S, ,2,1,1,2,1,1,2, ,1,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,1,1,1,1,1,1,2,2,2,3,1,2,2,2,74,3,2,7,4,2,2,1, , , ,1, ,5,3,1,1, ,1, , ,0.3110796, 
